name,type,gender,country,begin_date,end_date,begin_area_name,begin_area_name_full,begin_area_latlng,area_name,area_name_full,area_latlng
Penn State Blue Band,,,,,,,,,,,
US Army Field Band,,,,,,,,,,,
The Avalanches,Group,,AU,1997,,Melbourne,"Melbourne, Victoria, Australia",,Australia,,
Springtime Carnivore,Group,,,,,,,,Los Angeles,,
Boxed In,Group,,GB,,2005,,,,United Kingdom,,
Hotel Eden,Group,,,,,,,,,,
Daniel Hart,,Male,,,,,,,,,
Ricky Eat Acid,Person,Male,US,,,,,,United States,,
Tunde Olaniran,,,,,,,,,,,
Rayland Baxter,Person,Male,US,,,Bon Aqua,"Bon Aqua, Hickman County, Tennessee, United States",,United States,,
Maccabees,Group,,,2001,,,,,,,
Island,Group,,DE,2003,,,,,Germany,,
Less Is More,,,,,,,,,,,
Buck-O-Nine,Group,,US,1991,,San Diego,"San Diego, San Diego County, California, United States",,United States,,
Les Baxter,Person,Male,US,1922-03-14,1996-01-15,Mexia,"Mexia, Limestone County, Texas, United States",,United States,,
坂本九,Person,Male,JP,1941-12-10,1985-08-12,Kawasaki-ku,"Kawasaki-ku, Kawasaki, Kanagawa, Japan",,Japan,,
Minnie Riperton,Person,Female,US,1947-11-08,1979-07-12,Chicago,"Chicago, Cook County, Illinois, United States",,United States,,
Bush,Group,,CA,,,,,,Canada,,
Lisa Loeb,Person,Female,US,1968-03-11,,Bethesda,"Bethesda, Montgomery County, Maryland, United States",,United States,,
Leona Naess,Person,Female,GB,1974-07-31,,,,,United Kingdom,,
Poe,Person,Male,US,,,California,"California, United States",,United States,,
Wheatus,Group,,US,1995,,,,,United States,,
Candlebox,Group,,US,1991-12,,Seattle,"Seattle, King County, Washington, United States",,United States,,
House of Pain,Group,,US,1990,1996,New York,"New York, New York, United States",,United States,,
George Michael,Person,Male,GB,1963-06-25,,East Finchley,"East Finchley, Barnet, London, England, United Kingdom",,United Kingdom,,
Pras Michel,Person,Male,US,1972-10-19,,Brooklyn,"Brooklyn, New York, New York, United States",,United States,,
Edward Maya,Person,Male,RO,1986-06-29,,,,,Romania,,
Small Faces,Group,,GB,1965,1978,London,"London, England, United Kingdom",,United Kingdom,,
Johnny Ace,Person,Male,US,1929-06-09,1954-12-25,,,,United States,,
The Big Bopper,Person,Male,US,1930-10-24,1959-02-03,"Sabine Pass, Port Arthur","Sabine Pass, Port Arthur, Jefferson County, Texas, United States",,United States,,
Clarence “Frogman” Henry,Person,Male,US,1937-03-19,,New Orleans,"New Orleans, Louisiana, United States",,United States,,
Chubby Checker,Person,Male,,1941-10-03,,Andrews,"Andrews, Williamsburg County, South Carolina, United States",,Malvern,,
Larry Williams,Person,Male,US,1935-05-10,1980-01-02,New Orleans,"New Orleans, Louisiana, United States",,United States,,
Barrett Strong,Person,Male,US,1941-02-05,,West Point,"West Point, Clay County, Mississippi, United States",,United States,,
The Donays,Group,,US,,,,,,United States,,
Lenny Welch,Person,Male,US,1938-05-31,,,,,United States,,
Arthur Alexander,Person,Male,US,1940-05-10,1993-06-09,Sheffield,"Sheffield, Colbert County, Alabama, United States",,United States,,
The Cookies,Group,,US,1953,1967,,,,United States,,
D'angelo,Group,,BR,,,,,,Brazil,,
Toni Braxton,Person,Female,US,1967-10-07,,,,,United States,,
Jill Scott,Person,Female,US,1972-04-04,,Philadelphia,"Philadelphia, Philadelphia County, Pennsylvania, United States",,United States,,
Maxwell,Person,Male,US,1973-05-23,,Brooklyn,"Brooklyn, New York, New York, United States",,United States,,
Groove Theory,Group,,US,1995,2001,,,,United States,,
Glenn Lewis,Person,Male,CA,1975-03-13,,,,,Canada,,
India.Arie,Person,Female,US,1976-10-03,,,,,United States,,
Faith Evans,Person,Female,US,1973-06-10,,Lakeland,"Lakeland, Polk County, Florida, United States",,United States,,
Eric Benét,Person,Male,US,1970-10-05,,,,,United States,,
Floetry,Group,,GB,1997,2007,London,"London, England, United Kingdom",,United Kingdom,,
Anthony Hamilton,Person,Male,US,1971-01-28,,Charlotte,"Charlotte, Mecklenburg County, North Carolina, United States",,United States,,
Jazmine Sullivan,Person,Female,US,1987-04-09,,Philadelphia,"Philadelphia, Philadelphia County, Pennsylvania, United States",,United States,,
Julian Lynch,Person,Male,US,,,,,,United States,,
SLEEP ∞ OVER,Group,,US,2009-12,,Austin,"Austin, Travis County, Texas, United States",,United States,,
Tahiti 80,Group,,FR,1993,,,,,France,,
Feeding People,Group,,US,2010,,Los Angeles,"Los Angeles, Los Angeles County, California, United States",,United States,,
Count Five,Group,,US,1964,1969,San Jose,"San Jose, Santa Clara County, California, United States",,United States,,
Kurtis Blow,Person,Male,US,1959-08-09,,The Bronx,"The Bronx, New York, New York, United States",,United States,,
The Creeping Ivies,,,,,,,,,,,
AUTOBAHN,Group,,,2013,,,,,Leeds,,
The Atom Age,,,,,,,,,,,
Young Dro,Person,Male,US,1979-01-15,,,,,United States,,
Yo Gotti,Person,Male,US,1981-05-19,,Memphis,"Memphis, Shelby County, Tennessee, United States",,United States,,
Travis Scott,Person,Male,US,1992-04-30,,Houston,"Houston, Harris County, Texas, United States",,United States,,
Tory Lanez,Person,Male,US,,,,,,United States,,
Rae Sremmurd,Group,,US,,,,,,United States,,
Migos,Group,,,2008,,Lawrenceville,"Lawrenceville, Gwinnett County, Georgia, United States",,Atlanta,,
Meek Mill,Person,Male,US,1987-05-06,,Philadelphia,"Philadelphia, Philadelphia County, Pennsylvania, United States",,United States,,
Mac Miller,Person,Male,US,1992-01-19,,Pittsburgh,"Pittsburgh, Allegheny County, Pennsylvania, United States",,United States,,
K Camp,Person,Male,,,,,,,Atlanta,,
Jeremih,Person,Male,US,1987-07-17,,Chicago,"Chicago, Cook County, Illinois, United States",,United States,,
DJ Khaled,Person,Male,US,1975-11-26,,New Orleans,"New Orleans, Louisiana, United States",,United States,,
Consequence,Person,,DE,1985,,,,,Germany,,
Boogie,,,,,,,,,,,
Bankroll Fresh,Person,Male,US,1987-08-02,2016-03-04,Atlanta,"Atlanta, Fulton County, Georgia, United States",,United States,,
Claptone,Character,Other,,,,,,,Berlin,,
WEKEED,Group,,,,,,,,Paris,,
Parra for Cuva,Person,Male,DE,,,,,,Germany,,
Peer Kusiv,Person,Male,DE,,,,,,Germany,,
Max Manie,Person,Male,AT,,,Salzburg,"Salzburg, Salzburg, Austria",,Austria,,
Henry Krinkle,,,,,,,,,,,
Fritz Kalkbrenner,Person,Male,DE,1981,,Berlin,"Berlin, Germany",,Germany,,
Oliver Koletzki,Person,Male,DE,1974-10-05,,Braunschweig,"Braunschweig, Niedersachsen, Germany",,Germany,,
Paul Kalkbrenner,Person,Male,DE,1977-06-12,,Leipzig,"Leipzig, Sachsen, Germany",,Germany,,
andhim,Group,,,,,,,,,,
Compuphonic,Person,,,1983,,,,,,,
Tube & Berger,Group,,DE,,,,,,Germany,,
Wankelmut,Person,Male,DE,1987-12-16,,,,,Germany,,
Joris Delacroix,,,,,,,,,,,
Parov Stelar,Person,Male,AT,1974-11-27,,,,,Austria,,
Oliver Koletzki & Fran,Group,,DE,2010,,Berlin,"Berlin, Germany",,Germany,,
Marek Hemmann,Person,Male,DE,1979-03-14,,Gera,"Gera, Thüringen, Germany",,Germany,,
The Coup,Group,,US,1992,,Oakland,"Oakland, Alameda County, California, United States",,United States,,
Murs,Person,Male,US,1978-03-16,,Los Angeles,"Los Angeles, Los Angeles County, California, United States",,United States,,
Dilated Peoples,Group,,US,1992,,Los Angeles,"Los Angeles, Los Angeles County, California, United States",,United States,,
Aesop Rock,Person,Male,US,1976-05-11,,Syosset,"Syosset, Nassau County, New York, United States",,United States,,
Black Star,Group,,US,1997,,Brooklyn,"Brooklyn, New York, New York, United States",,United States,,
Hieroglyphics,Group,,US,1991,,Oakland,"Oakland, Alameda County, California, United States",,United States,,
Deltron 3030,Group,,US,2000,,San Francisco,"San Francisco, California, United States",,United States,,
Zion I,Group,,US,1996,,Oakland,"Oakland, Alameda County, California, United States",,United States,,
Big Daddy Kane,Person,Male,US,1968-09-10,,Brooklyn,"Brooklyn, New York, New York, United States",,United States,,
Talib Kweli,Person,Male,US,1975-10-03,,Brooklyn,"Brooklyn, New York, New York, United States",,United States,,
Eric B.,Person,Male,US,1965-11-08,,Queens,"Queens, New York, New York, United States",,United States,,
Greg Haines,Person,Male,GB,,,,,,United Kingdom,,
Hammock,Group,,US,2004,,,,,United States,,
Stars of the Lid,Group,,US,1993,,Austin,"Austin, Travis County, Texas, United States",,United States,,
Nils Frahm,Person,Male,DE,1982-09-20,,Hamburg,"Hamburg, Germany",,Germany,,
Harold Budd,Person,Male,US,1936-05-24,,Los Angeles,"Los Angeles, Los Angeles County, California, United States",,United States,,
Tim Hecker,Person,Male,CA,1974,,Vancouver,"Vancouver, British Columbia, Canada",,Canada,,
The Sight Below,Person,Male,US,,,,,,United States,,
Biosphere,Person,Male,NO,1962-05-30,,,,,Norway,,
The Dead Texan,Person,Male,US,,,,,,United States,,
Jónsi & Alex,Group,,IS,,,,,,Iceland,,
Eluvium,Person,Male,US,,,,,,United States,,
A Winged Victory for the Sullen,Group,,,2011,,,,,,,
Snowblink,Group,,,,,,,,,,
Kevin Drew,Person,Male,CA,1976-09-09,,Toronto,"Toronto, Ontario, Canada",,Canada,,
Gonzales,Group,,IT,2004,,,,,Italy,,
Dan Mangan,Person,Male,AU,,,,,,Australia,,
Brendan Canning,Person,Male,CA,1969,,,,,Canada,,
The Dears,Group,,CA,1995,,Montreal,"Montreal, Quebec, Canada",,Canada,,
Sally Seltmann,Person,Female,AU,1975-09-11,,Sydney,"Sydney, New South Wales, Australia",,Australia,,
Amy Millan,Person,Female,CA,1973-12-03,,Cabbagetown,"Cabbagetown, Toronto, Ontario, Canada",,Canada,,
The Hidden Cameras,Group,,CA,2001,,Toronto,"Toronto, Ontario, Canada",,Canada,,
New Buffalo,Person,Female,AU,1975-09-11,,Sydney,"Sydney, New South Wales, Australia",,Australia,,
The Most Serene Republic,Group,,CA,2003,,Ontario,"Ontario, Canada",,Canada,,
The Stills,Group,,CA,2000,2011-04-15,Montreal,"Montreal, Quebec, Canada",,Canada,,
Torres,Person,,,,,,,,,,
Reuben and the Dark,Group,,CA,,,,,,Canada,,
In The Valley Below,Group,,,,,,,,,,
Hayden,Person,Male,CA,1971-02-12,,Toronto,"Toronto, Ontario, Canada",,Canada,,
Farao,Person,Female,,,,,,,London,,
Dan Mangan,Person,Male,,1983-04-28,,Smithers,"Smithers, British Columbia, Canada",,Vancouver,,
Calvin Love,,,,,,,,,Edmonton,,
Andy Kim,Person,Male,,1946-12-05,,Montreal,"Montreal, Quebec, Canada",,Los Angeles,,
Absolutely Free,Group,,,,,,,,,,
Stéphane Pompougnac,Person,Male,FR,1968,,,,,France,,
Ecstatic Sunshine,Group,,US,2004,,Baltimore,"Baltimore, Maryland, United States",,United States,,
Tears for Fears,Group,,GB,1981,,Bath,"Bath, Somerset, England, United Kingdom",,United Kingdom,,
Sia,Person,Female,AU,1975-12-18,,Adelaide,"Adelaide, South Australia, Australia",,Australia,,
N*E*R*D,Group,,US,2001,,Virginia Beach,"Virginia Beach, Virginia, United States",,United States,,
Joywave,Group,,,,,,,,,,
Ivy,,,,,,,,,,,
Iration,Group,,,,,,,,,,
Imogen Heap,Person,Female,GB,1977-12-09,,Havering,"Havering, London, England, United Kingdom",,United Kingdom,,
Common,Person,Male,US,1972-03-13,,Chicago,"Chicago, Cook County, Illinois, United States",,United States,,
Aimee Mann,Person,Female,US,1960-09-08,,Richmond,"Richmond, Virginia, United States",,United States,,
The Juliana Theory,Group,,US,1997,2006-02-09,Greensburg,"Greensburg, Westmoreland County, Pennsylvania, United States",,United States,,
The All‐American Rejects,Group,,US,2000,,,,,United States,,
Handsome Devil,Group,,US,,,,,,United States,,
Hockey,Group,,US,2002,,,,,United States,,
Flogging Molly,Group,,US,1996,,Los Angeles,"Los Angeles, Los Angeles County, California, United States",,United States,,
The Donnas,Group,,US,1992,,Palo Alto,"Palo Alto, Santa Clara County, California, United States",,United States,,
Johnny Clegg and Savuka,Group,,ZA,1985,1994,Johannesburg,"Johannesburg, Gauteng, South Africa",,South Africa,,
Above the Golden State,,,,,,,,,,,
Blubell,,,,,,,,,,,
The Jealous Sound,Group,,US,2000,,Los Angeles,"Los Angeles, Los Angeles County, California, United States",,United States,,
Haven,Group,,GB,1996,2005,,,,United Kingdom,,
Sylvie Vartan,Person,Female,FR,1944-08-15,,Sofia,"Sofia, Bulgaria",,France,,
Jim Adkins,Person,Male,US,1975-11-10,,,,,United States,,
Clutch,Group,,US,1990,,Maryland,"Maryland, United States",,United States,,
Deftones,Group,,US,1988,,Sacramento,"Sacramento, Sacramento County, California, United States",,United States,,
Silverchair,Group,,AU,1992,2011-05-25,Newcastle,"Newcastle, New South Wales, Australia",,Australia,,
White Zombie,Group,,US,1985,1996,New York,"New York, New York, United States",,United States,,
Marilyn Manson,Person,Male,US,1969-01-05,,Canton,"Canton, Stark County, Ohio, United States",,United States,,
Corrosion of Conformity,Group,,US,1982,,Raleigh,"Raleigh, Wake County, North Carolina, United States",,United States,,
Stone Temple Pilots,Group,,US,1990,,San Diego,"San Diego, San Diego County, California, United States",,United States,,
The Mighty Mighty Bosstones,Group,,US,1983,,Boston,"Boston, Suffolk County, Massachusetts, United States",,United States,,
311,Group,,,1988,,Omaha,"Omaha, Douglas County, Nebraska, United States",,Los Angeles,,
Mad Season,Group,,US,1994,1999,,,,United States,,
Skin Yard,Group,,US,1985-01,1994,,,,United States,,
Gruntruck,Group,,,1989,2002,Seattle,"Seattle, King County, Washington, United States",,Seattle,,
Bundle of Hiss,,,,,,,,,,,
Screaming Trees,Group,,GB,,,,,,United Kingdom,,
Mudhoney,Group,,US,1988,,Seattle,"Seattle, King County, Washington, United States",,United States,,
Tad,Group,,US,1988,1999,Seattle,"Seattle, King County, Washington, United States",,United States,,
Green River,Group,,US,1983,1987,Seattle,"Seattle, King County, Washington, United States",,United States,,
Paw,Group,,US,1991,2000,Lawrence,"Lawrence, Douglas County, Kansas, United States",,United States,,
Elmore James,Person,Male,US,1918-01-27,1963-05-24,Richland,"Richland, Rankin County, Mississippi, United States",,United States,,
Jimmy Reed,Person,Male,US,1925-09-06,1976-08-29,Dunleith,"Dunleith, Washington County, Mississippi, United States",,United States,,
The Faint,Group,,XE,,,,,,Europe,,
Two Gallants,Group,,US,2002,,San Francisco,"San Francisco, California, United States",,United States,,
The Weakerthans,Group,,CA,1996-10,,Winnipeg,"Winnipeg, Manitoba, Canada",,Canada,,
Cap’n Jazz,Group,,US,1989,1995,Buffalo Grove,"Buffalo Grove, Cook County, Illinois, United States",,United States,,
Brand New,Group,,,,,,,,,,
Tampa Red,Person,Male,US,1904-01-08,1981-03-19,Smithville,"Smithville, Lee County, Georgia, United States",,United States,,
Buddie Burton,Person,,,1890-02,1977-07-06,,,,,,
Yazoo All Stars,,,,,,,,,,,
Bo Carter,Person,Male,US,1892-06-30,1964-09-21,Bolton,"Bolton, Hinds County, Mississippi, United States",,United States,,
Robert & Charlie Hicks,Group,,US,,,,,,United States,,
James Cole,Person,Male,CZ,,,,,,Czech Republic,,
Butterbeans & Susie,Group,,US,,,,,,United States,,
Rufus & Ben Quillian,,,,,,,,,,,
The Dovers,Group,,,1965,,,,,,,
Windhand,Group,,,2008,,Richmond,"Richmond, Virginia, United States",,Richmond,,
Valient Thorr,Group,,US,2001,,Chapel Hill,"Chapel Hill, Orange County, North Carolina, United States",,United States,,
Those Darlins,Group,,US,2006,,Nashville,"Nashville, Davidson County, Tennessee, United States",,United States,,
Them Crooked Vultures,Group,,US,2009,,Los Angeles,"Los Angeles, Los Angeles County, California, United States",,United States,,
Red Fang,Group,,US,2005,,Portland,"Portland, Multnomah County, Oregon, United States",,United States,,
The Raconteurs,Group,,US,2005,,Detroit,"Detroit, Wayne County, Michigan, United States",,United States,,
Pontiak,Group,,US,2005,,,,,United States,,
The Pack A.D.,Group,,CA,2006,,,,,Canada,,
Obits,Group,,US,2006,2015,Brooklyn,"Brooklyn, New York, New York, United States",,United States,,
Mondo Generator,Group,,US,1997,,Van Nuys,"Van Nuys, Los Angeles County, California, United States",,United States,,
Melvins,Group,,US,1982,,Montesano,"Montesano, Grays Harbor County, Washington, United States",,United States,,
The Jim Jones Revue,Group,,GB,2004,,,,,United Kingdom,,
Fucked Up,Group,,CA,2001,,Toronto,"Toronto, Ontario, Canada",,Canada,,
Coachwhips,Group,,US,2001,2005,,,,United States,,
Black Pistol Fire,Group,,,,,Toronto,"Toronto, Ontario, Canada",,Austin,,
Black Mountain,Group,,CA,2004,,Vancouver,"Vancouver, British Columbia, Canada",,Canada,,
Band of Skulls,Group,,GB,2004,,Southampton,"Southampton, England, United Kingdom",,United Kingdom,,
Fantômas,,,GB,,,,,,United Kingdom,,
Faith No More,Group,,US,1981,,San Francisco,"San Francisco, California, United States",,United States,,
The Sword,Group,,US,2003,,Austin,"Austin, Travis County, Texas, United States",,United States,,
Mastodon,Group,,US,1999,,Atlanta,"Atlanta, Fulton County, Georgia, United States",,United States,,
Tomahawk,Person,,JM,,,,,,Jamaica,,
Baroness,Group,,US,2003,,Savannah,"Savannah, Chatham County, Georgia, United States",,United States,,
Kyuss,Group,,US,1987,1996,Palm Desert,"Palm Desert, Riverside County, California, United States",,United States,,
Rollins Band,Group,,US,1987-04,2006,Van Nuys,"Van Nuys, Los Angeles County, California, United States",,United States,,
Mr. Bungle,Group,,US,1985,2004,Eureka,"Eureka, Humboldt County, California, United States",,United States,,
Primus,Group,,,1984,,El Sobrante,"El Sobrante, Contra Costa County, California, United States",,San Francisco,,
Moderat,Group,,DE,2002,,,,,Germany,,
Chris Bell,Person,Male,US,1951-01-12,1978-12-27,Memphis,"Memphis, Shelby County, Tennessee, United States",,United States,,
Mas Ysa,Person,Male,,,,,,,New York,,
Glasser,Person,Female,US,1983,,Boston,"Boston, Suffolk County, Massachusetts, United States",,United States,,
Ma Rainey,Person,Female,US,1886-04-26,1939-12-22,Columbus,"Columbus, Muscogee County, Georgia, United States",,United States,,
William Christopher Handy,Person,Male,US,1873-11-16,1958-03-28,,,,United States,,
Gary Numan,Person,Male,GB,1958-03-08,,Hammersmith,"Hammersmith, Hammersmith and Fulham, London, England, United Kingdom",,United Kingdom,,
The Boomtown Rats,Group,,IE,1975,1986,,,,Ireland,,
Dead Boys,Group,,US,1976,2005,Cleveland,"Cleveland, Cuyahoga County, Ohio, United States",,United States,,
The Menzingers,Group,,US,2006,,Scranton,"Scranton, Lackawanna County, Pennsylvania, United States",,United States,,
Alkaline Trio,Group,,US,1996-12,,McHenry,"McHenry, McHenry County, Illinois, United States",,United States,,
Hot Water Music,Group,,US,1993,,Gainesville,"Gainesville, Alachua County, Florida, United States",,United States,,
No Use for a Name,Group,,US,1987,2012-09-08,San Jose,"San Jose, Santa Clara County, California, United States",,United States,,
Stiff Little Fingers,Group,,GB,1977,,Belfast,"Belfast, County Down, Northern Ireland, Ireland",,United Kingdom,,
SNFU,Group,,CA,1981,,,,,Canada,,
Dropkick Murphys,Group,,US,1996,,Quincy,"Quincy, Norfolk County, Massachusetts, United States",,United States,,
Sham 69,Group,,GB,1975,,London,"London, England, United Kingdom",,United Kingdom,,
The Jam,Group,,GB,1976,1982,Woking,"Woking, Surrey, England, United Kingdom",,United Kingdom,,
Operation Ivy,Group,,US,1987-05,1989-05-29,Berkeley,"Berkeley, Alameda County, California, United States",,United States,,
Screeching Weasel,Group,,US,1986,,Chicago,"Chicago, Cook County, Illinois, United States",,United States,,
The Suicide Machines,Group,,US,1991-03,2006,Detroit,"Detroit, Wayne County, Michigan, United States",,United States,,
Mogwai,Group,,GB,1995,,Glasgow,"Glasgow, Scotland, United Kingdom",,United Kingdom,,
múm,Group,,IS,1997,,Reykjavík,"Reykjavík, Höfuðborgarsvæðið, Iceland",,Iceland,,
